Word,Sentiment,Sentiment Confidence
superhero,negative,0.0016538948
crâpe,negative,0.01851241
ua1207,positive,0.0039834846
biscuit,positive,0.019856226
toothpaste,negative,0.013527371
insufficient,positive,-0.0028070975
fifth,neutral,0.0166196
persistence,positive,0.009681467
contempt,negative,0.009456858
1123,positive,-0.008369275
trickle,neutral,0.021048252
655pm,negative,0.016844321
3618,positive,0.014492836
reboot,neutral,0.017997101
dispatch,negative,0.00792915
misguide,neutral,0.008271376
cough,negative,0.0081238765
bpdfpp,positive,0.02093643
fcuk,neutral,0.016557366
diligent,neutral,0.01976239
furnish,neutral,-0.0037676971
flyunite,negative,0.0209146
grievance,negative,0.011326555
stair,positive,-0.0012351088
math,negative,-0.008731402
skyscanner,positive,0.012001246
oneway,positive,0.019490343
inconceivable,positive,0.0042866245
panam,negative,0.018724408
facewithstuckouttonguewinkingeyeairplane️,positive,0.020234048
bridesmaid,negative,0.0038178582
washingtondc,positive,-0.010913441
edinburgh,neutral,0.011433136
reserv,negative,0.020871941
staffer,neutral,0.015406482
investment,negative,0.016324371
getmartyhome,negative,0.019798677
trusted,negative,0.017259125
exercise,neutral,0.012295678
author,positive,0.015080605
fiction,neutral,0.008725919
ua5037,negative,0.01980858
jeokoo,positive,0.0041951276
2334,positive,0.010379177
830am,neutral,-0.0033963174
1140,positive,0.02001739
drain,positive,0.008176805
tanpa,neutral,0.0135211125
loudlycryingfaceloudlycryingface,neutral,-0.00026911683
baggagefind,neutral,0.01194372
mbas,negative,0.004991373
whitemediumstar️,positive,0.010653306
sac,negative,0.016450748
cheap1,positive,0.0012227781
scream,positive,0.008279178
thatlol,positive,0.008817447
govt,negative,0.011343278
contract,neutral,0.017221827
belfast,negative,0.009467782
hug,negative,0.018216927
unmissable,negative,0.018384952
bushug,negative,-0.0002167914
format,negative,0.019655727
busad,negative,0.016524538
thinkbus,negative,0.008935673
citizen,negative,0.016438734
offend,neutral,-0.0035467148
classiq,negative,0.019904066
greetingz,neutral,0.016655974
principle,neutral,0.018282749
mug,negative,-0.00645265
wrongiswrong,negative,0.0027419142
roger,negative,0.019802678
wilco,neutral,-0.0051175077
211,positive,0.016763102
7hours,positive,0.01018063
stating,positive,0.019353457
autoapplied,negative,0.019636504
409,neutral,0.009786528
0671,neutral,0.010963041
poutingfacefacewithsteamfromnoseconfoundedfaceastonishedfacewearyface,positive,0.01286985
coincidence,negative,0.017335653
€,positive,0.013468605
67,negative,0.0083793495
con,positive,0.01158585
mfps,positive,0.014341913
floridavacation,positive,0.016209755
marathon,positive,0.02024706
stuckintampa,negative,0.021356244
upc,positive,0.02083278
swimsuit,positive,0.0065670293
disabled,positive,0.009769995
gentleman,positive,0.01827927
firing,negative,-0.00068059936
trivium,neutral,0.021211714
upsetting,positive,0.014998175
evv,positive,0.018047314
65,positive,0.0058812127
ticked,positive,0.01844281
mty,negative,0.021115363
nw,neutral,0.0066501815
coast,positive,0.013353057
notmadeofmoney,negative,0.021013524
superfast,neutral,0.01966041
5095,neutral,0.015924111
cak,neutral,0.018913936
overcarry,negative,0.0201466
carerespond,neutral,0.0076316632
lasmilingfacewithopenmouthsmilingeyesflye,neutral,0.016748797
nationwide,positive,0.0073598735
ideserveareward,neutral,0.016716924
whatstatus,neutral,0.0035201386
1503,negative,0.01081128
thxu,negative,0.0019116495
nervous,positive,0.0132026225
draw,positive,0.0158729
choosing,neutral,0.005336486
palmtreepalmtree,positive,0.012820933
apnea,positive,0.004645547
disappointedunite,positive,0.021049194
waspaid,positive,-0.0005378071
maneuver,positive,0.018483676
704,neutral,0.020367716
noluv,neutral,0.012362987
hardworking,neutral,0.01646858
james,neutral,-0.002648862
dedicate,positive,-0.0073047644
1016,neutral,0.0070151147
655am,positive,0.020883378
tooooo,neutral,0.010568421
chain,positive,0.0076093767
command,neutral,0.009666925
2dayslate,positive,-0.0016412567
834,negative,0.016652085
thre,neutral,0.017114379
failover,positive,0.00492068
loudly,negative,0.01802104
throug,positive,0.016820569
dim,negative,0.019114885
hundredpointshundredpointshundredpoint,neutral,0.0020814016
ooookay,positive,0.015775677
reaction,positive,0.009961572
cincy,neutral,0.016143631
230am,negative,0.008052804
622,negative,0.005882142
1898,neutral,0.00914626
volumecan,positive,0.019710496
ffl,negative,0.016977143
gottogetbetter,negative,0.015380383
pullin,positive,0.00202444
sh,positive,0.008811882
exitrow,negative,0.012867715
rj145s,positive,0.0070228707
colo,positive,0.012415078
westpalmbeach,negative,0.017206367
flybetter,neutral,-0.0058743656
lipstick,negative,0.01355429
pig,positive,0.017265268
narrowly,negative,0.01836012
standbylot,neutral,0.0030309632
snag,neutral,0.0066541247
surei,neutral,0.011760205
sitter,neutral,0.005392514
springs,positive,0.012588233
ua80,positive,0.01549584
3403,positive,0.016644917
8hr,negative,0.009416187
irresponsible,negative,0.013486195
fedup,negative,0.01911866
disastrous,negative,0.015717786
cdgla,neutral,0.018849589
flythefriendlyskie,negative,0.020395555
kat,neutral,-0.0031479578
tasty,neutral,0.015057333
sandwich,negative,0.01578509
height,positive,0.010797784
rudeness,positive,0.016266957
1200do,positive,0.0015261881
the15hours,positive,0.004155636
flightthere,neutral,0.0036660843
z,positive,0.016273774
ua1523,neutral,0.016846437
silicon,positive,0.020637479
valley,positive,0.019805469
fcmostinnovative,neutral,0.012158979
incubator,positive,-0.011105936
maker,positive,0.018412996
mindset,positive,0.02051745
absurdly,negative,0.020659614
vía,positive,0.0049736667
ua649,positive,0.007988753
addressusername,negative,-0.006874944
signon,neutral,0.009141458
canadaair,positive,0.01639393
lima,negative,0.015849479
cuzco,negative,0.004398413
faundation,neutral,0.01313493
judeo,positive,-0.0036546625
cristiannot,neutral,0.013050597
ideologia,positive,0.015453126
france,positive,0.015356291
to4,positive,0.013970543
bucket,positive,0.011324745
immediate,neutral,0.006419191
insane,neutral,0.020135611
130am,positive,0.012487251
expert,negative,0.02054638
motor,neutral,-0.0008769259
woof,negative,0.006685471
carpet,positive,0.0045895893
lindsay,neutral,-0.0040179845
1135,negative,0.010546856
1856,neutral,0.015840169
airpt,negative,0.019146815
anyone40min,negative,0.016439699
tallahassee,negative,0.004503602
longunamusedface,positive,-0.0023989175
buisness,positive,0.0114837475
selve,negative,0.0098111
china,neutral,0.010774732
law,negative,0.00845238
1679,negative,-0.0018299855
sydney,negative,0.006925063
asia,positive,0.008387977
pac,negative,-0.0010659061
blood,positive,0.015216671
appt,neutral,0.00018642098
18009174929,neutral,0.008799171
nix,positive,0.012665153
satisfaction,neutral,0.020610783
mistreat,neutral,0.020935427
705,negative,0.0100844875
no“jetblue,neutral,0.01033745
iv,positive,0.014182482
programmer,negative,0.00173981
dendal,neutral,0.018217247
bestairlineever,positive,0.014811762
neverchange,negative,0.012938481
restructure,negative,0.014962889
brotha,negative,0.01586197
cocktailor,neutral,0.015204899
intimate,neutral,0.0013605673
takr,positive,-0.0025583021
1100pm,positive,0.00496093
cld,neutral,0.01115841
hournever,neutral,-0.009829239
chkd,positive,0.018617075
surf,negative,0.009923179
20288,neutral,0.011255886
sfopdx,neutral,0.016202562
onplane,neutral,0.0069928486
lbc,neutral,0.00096190907
fhk2te,positive,0.016031194
callguy,positive,0.007286355
2007,negative,0.013595689
224227,negative,0.013371002
plat,neutral,-0.007442723
emailingcallingdme,neutral,0.013991442
correctness,neutral,0.009528074
ua1266,negative,0.012988098
flight1797,positive,-0.001568906
inquiry,negative,0.019039076
universally,negative,-0.0024389531
neglect,neutral,0.01948395
charles,negative,0.015290149
kravitz,negative,-0.0051282793
champagne,negative,-0.0010692347
aa153,neutral,0.0027721617
ordnrt,negative,0.0012263004
tokyomarathon2015,positive,0.009933922
mclarrensp,negative,0.019376762
foodso,neutral,0.020892605
5001,positive,0.018573351
efficencie,neutral,0.00028402358
3729but,neutral,-0.013923036
opal,neutral,0.019153427
ali,negative,0.014205828
weave,neutral,0.008724334
murder,negative,0.0015288107
philippines,positive,0.010762971
mvp,negative,0.008706931
sivi,neutral,0.016052738
stewart,negative,0.021293692
shin,neutral,0.01954415
sprint,neutral,0.017955229
labyrinth,positive,0.020644572
swindle,neutral,0.013750482
tru,neutral,0.015549187
1838,positive,0.019229703
emotional,positive,0.010902643
financial,negative,0.0026153103
butnot,negative,0.0077028833
commend,negative,0.006035531
jfkeven,positive,0.017875113
amex,neutral,0.015960816
petty,negative,-0.0022753682
hmmm,positive,0.0070223715
caribbean,negative,0.015956257
ld,negative,0.013474699
helpthanks,positive,0.012874372
yours,neutral,0.008532178
newarkbrussel,neutral,-0.0001883544
boozefood,negative,0.013829399
galaxy,neutral,-0.0041018035
s4,positive,-0.0003866814
scroll,negative,0.0030287467
cluecould,neutral,0.01650418
rollerboard,positive,0.019773379
art,positive,0.009149615
3458,positive,0.020321663
314505529,neutral,0.002998991
806,positive,0.014269043
copilot,positive,0.014210291
lasttweetaboutthis,neutral,0.0014036484
blasting,neutral,0.008247139
offender,neutral,0.012648292
conversational,negative,0.016656116
blocking,neutral,0.019574262
generic,positive,-0.0010703169
xtra,neutral,0.018419523
donotflyusair,neutral,0.0030206833
expedia,negative,0.014511738
usaw,neutral,0.020207483
responsivethought,negative,0.003968794
rightarrowcurvingdownfor,negative,0.013199925
conection,negative,0.018183637
fasten,positive,0.01859375
seatbelt,positive,0.021424782
lawyer,negative,0.016319435
wrath,positive,0.020616848
katie,positive,0.0118700415
c47,neutral,0.0111605
invitation,negative,0.018392526
participate,neutral,0.011678189
ereward,neutral,-0.0075360984
curb,negative,0.012527775
2hr,positive,0.0013728105
curbside,negative,0.0052711014
oki,neutral,-0.0057319086
forgive,neutral,0.009549955
fiancée,neutral,0.0043912586
knownot,positive,0.019102175
keepingit100,neutral,0.015880153
weaktea,neutral,0.009842496
werenot,positive,-0.006470859
2chng,neutral,0.0073711425
tld,neutral,0.019676149
going2,neutral,0.009054828
whch,negative,0.020983499
advsry,positive,0.014761999
ua1157,positive,0.0054723993
350pm,neutral,0.015724476
overwhelming,positive,0.016438704
18004337300,negative,-0.00884293
allrepresentativesbusy,neutral,0.021076359
nooption,neutral,0.019390557
synch,positive,0.006424239
ahem,neutral,0.0028152075
brrr,negative,0.01706034
130pm,positive,0.017294459
kax,positive,0.010686774
tnx,positive,-0.003246488
gjt,positive,0.016097602
permission,positive,0.0017408468
ph6rps,positive,0.007644132
went,neutral,0.009360893
sameday,neutral,0.0073788166
4016,positive,0.0051564462
529557,positive,0.001478415
malaysia,neutral,0.015417483
0011,neutral,0.01333173
80055558000,neutral,0.018489584
kuala,negative,0.015046433
lumpur,neutral,0.01444738
kul,positive,0.0037326794
worknogood,neutral,0.015728574
310,positive,0.01155391
1086,neutral,0.003105333
digg,negative,0.007829724
greenville,negative,0.011791043
adolfo,positive,0.018745348
garcia,negative,0.009306192
numerous,negative,0.016840946
flightupset,negative,0.007883761
iwas,neutral,0.017730877
upgrd,negative,-0.008503105
12amsound,negative,0.016114216
tie,negative,0.01503839
donation,neutral,0.016935363
proposal,neutral,0.020154014
27th,positive,0.011750236
gala,neutral,0.019107457
boundless,neutral,0.015719492
indication,neutral,0.0136835575
pigeon,positive,0.0070245583
ua415,neutral,0.017651852
17th,positive,-0.005648069
research,positive,-0.017174263
b44,neutral,0.012683075
mpagent,negative,0.011785466
sunrise,neutral,0.008698523
namesdallas,neutral,0.006069666
83,neutral,0.011760734
predict,neutral,0.003264984
skys,positive,0.017938204
aa3181,neutral,0.016487792
ecom,neutral,0.017664418
meloudlycryingfaceloudlycryingfaceloudlycryingface,neutral,0.0148669705
err,neutral,0.020612635
segment,positive,0.006453773
905am,neutral,-0.0001910124
n598jb,negative,0.0061534494
n615jb,positive,0.018004607
sox,negative,0.014390402
20000,positive,0.01641779
bagsflyfree,positive,0.014734987
badpolicy,negative,0.019713808
cheatcustomer,neutral,0.012874544
ua276,positive,0.0017522853
gratitude,neutral,0.018543918
sjo,positive,0.018872004
pereira,positive,0.017487481
cartago,negative,0.014671441
donate,negative,0.017952725
daytona,negative,0.0059150215
fmjtyl,negative,0.003796991
christine,positive,0.012517713
ebokeer,positive,0.021058187
northern,negative,0.017088957
ftl,neutral,-0.00021216646
pizza,positive,0.0154964365
newly,neutral,0.0026997868
married,positive,0.0016707033
preexist,neutral,0.015892312
ouch,positive,0.015466537
upgd,positive,0.00696755
ardent,positive,0.014169145
poughkeepsie,positive,0.008176498
probls,positive,0.0072304904
withcomm,positive,0.0150265135
rtrn,neutral,0.012123901
dalaus,positive,0.011004891
stubbornly,negative,0.00089279003
incidentally,positive,0.006579412
sheila,positive,0.007042289
inoperable,positive,0.019641336
community,neutral,-0.006850847
minutesi,negative,0.016487867
customerloyalty,negative,0.016675573
theme,neutral,0.020790886
z1,neutral,0.020091835
redheart️redheart️redheart️“jetblue,neutral,0.0013470817
convenient,neutral,-0.005909943
relevant,neutral,0.015659306
ritz,neutral,0.0038637556
resole,neutral,0.010009147
kudos,positive,0.017347332
7d,negative,0.00877234
338,neutral,0.013782505
ban,neutral,0.016835637
mx,negative,0.018307116
beating,neutral,0.002704598
apron,positive,0.0064826775
responsedisappointed,negative,0.020598136
nottrue,negative,0.016988408
eom,positive,0.0052064266
venetia,negative,-0.006941133
crook,negative,0.013746448
9999999999,negative,0.016943138
28hrs,positive,0.014509078
planepoutingface,positive,0.016159222
concourse,positive,0.009044636
gracia,positive,0.016866501
joanne,positive,0.017624062
flightnightmare,neutral,0.008842187
prfriendly,neutral,0.015483353
accountability,neutral,0.016642477
hayes,neutral,0.01973626
b767300er,negative,0.018742781
b767400er,neutral,0.020391274
6may23sep,neutral,-0.0014983118
23oct,negative,-0.00734149
welllllll,negative,0.010759521
jvstatus,neutral,0.019618928
intelligent,negative,-0.012111803
netneutrality,neutral,0.01143093
streaming,neutral,0.015050806
soda,neutral,0.01927789
sorude,positive,0.018834699
ummmm,neutral,0.013514098
computersweredown,negative,-0.004415475
1999,negative,0.017546937
2011,neutral,0.0050968993
throwback,neutral,0.010013066
touching,negative,0.012574881
aunt,neutral,0.018694252
argument,negative,0.014533024
lengthy,positive,0.020122916
1544,neutral,0.009771522
burgundy,positive,0.018505707
27d,neutral,0.019433402
laxshe,negative,0.0063342545
drag,negative,0.016075525
overheat,negative,0.0062535126
sauna,negative,0.01283985
3322,negative,0.002249172
planb,negative,0.002887454
shower,neutral,0.019474361
humiliate,positive,0.017125037
uncompromise,neutral,-0.015198912
blindsided,neutral,-0.005018091
dtwase,negative,0.016935341
tys,neutral,0.016905993
backpack,negative,0.0011241287
pqm,negative,0.000753887
obvious,negative,0.01350018
bham,negative,0.019521765
likelihood,positive,0.0108823255
layout,neutral,0.005465962
kiosksbag,negative,0.019523174
riedel,neutral,0.018887386
connected,negative,0.018958576
rearrange,positive,0.0060858447
withnothe,positive,0.02022573
rescheduling,positive,0.020563882
communicationdetail,negative,0.019813754
118,neutral,-0.002606703
statement,positive,0.018822972
smilingfacewithhorn,negative,0.006966345
findurgrip,negative,0.015273944
us84,neutral,0.018334143
surprisingly,positive,0.016564284
horror,negative,0.013036497
cantblametheweather,negative,0.007533744
1715,positive,-0.0091262655
sime,neutral,0.015952647
flashlight,negative,0.017857406
noapology,positive,0.011165027
youyou,negative,0.019906826
secondary,neutral,0.016157351
screening,negative,0.021207426
2hr30,positive,0.012480952
dildo,neutral,-0.009166039
diamond,neutral,0.0057655163
convenience,negative,0.0075900275
cali,neutral,0.016980343
smilingfacewithsmilingeyesgrinningfacesmilingfacewithopenmouthsmilingfacewithopenmouthsmilingeye,positive,-0.0019683242
flightedflight,positive,0.008368829
yvonne,negative,0.0052662455
anthony,positive,0.012388118
happyfriday,positive,0.019746289
stuckonaplane,neutral,0.008088058
babyfood,negative,-0.0046361852
kurt,positive,0.02102504
ua1745,positive,0.016548056
rise,negative,0.0123185925
q4,positive,0.0054517686
loungefacewithtearsofjoy,positive,0.01024073
hts,neutral,0.01230799
responding,negative,-0.00029159337
hall,neutral,0.017085122
8found,negative,0.005675532
crewsignage,negative,0.015110899
1357,neutral,0.020268008
woody,positive,0.010205265
prerookie,positive,0.008449692
skycap,negative,0.019614596
1007,neutral,0.0031588282
houstonbogota,positive,0.018267613
homefamily,positive,0.018797804
astound,positive,0.0065220967
aa977,neutral,-0.006255918
miacur,positive,-0.0056657754
acce,neutral,0.0064516906
unanticipated,negative,0.0034806076
1500,neutral,0.019995108
convey,negative,0.014732044
emailmailtocustomerrelationsusairwayscom,neutral,0.012910351
745,negative,0.020757854
815,negative,0.0061439294
stahhppp,negative,0.020885698
ijustwanttobeinboston,negative,0.005696239
thanksdc,positive,0.0008457694
natl,positive,0.008262306
3349,negative,0.0036479216
againto,positive,0.017608333
cozy,positive,0.016377129
helpmeplease,negative,0.018989157
anyonethere,neutral,0.0022199545
airlinehate,negative,0.014289185
miles,negative,0.0041337907
console,negative,0.018930841
89ish,neutral,0.009756736
reflect,neutral,0.017040413
inflatable,positive,-0.013287426
savethoseseat,negative,0.013397671
lekvhg,negative,0.020612728
430,neutral,-0.0012064762
ua6016053916,negative,0.018704303
travelhelp,neutral,0.018506892
3107952210,positive,0.01319195
cue,neutral,0.011816163
delaysokhand,neutral,0.01670663
signup,negative,0.016380735
classic,positive,0.014334518
itpretend,neutral,0.019241795
acquisition,negative,0.010817308
1843,positive,0.011095062
us1937,negative,0.009379594
notlike,negative,0.010900043
lucia,positive,0.004936345
talent,neutral,0.010515854
bdsm,positive,0.014758423
porn,positive,0.005084973
dungeon,negative,0.019335337
stun,positive,0.0136251785
yard,positive,0.020061918
bewhat,neutral,0.010109697
issuck,negative,-0.0077382512
fusturate,neutral,0.016486961
undo,positive,0.0023482498
jetbluehatesbtv,positive,0.004580982
rico,positive,0.018998962
themagicalstranger,positive,-0.00073122606
bene,neutral,0.0114058815
ordealsigh,positive,-0.007568475
withfare,neutral,0.0031679422
39way,negative,0.0024815686
2218,neutral,0.013650343
us2218,negative,-0.006808278
dialup,negative,0.01601199
flight7,positive,0.010190874
palmtree,positive,0.021408044
midght,negative,-0.009465762
arrange,positive,-0.0043465663
4628,neutral,-0.004363682
mario,neutral,0.013893414
gameboy,neutral,0.01642764
174,negative,0.011121877
647,positive,0.013785485
personally,positive,-0.0053442717
semester,negative,0.012871362
parizad,negative,-0.01149409
vuelo24es,positive,0.020828947
vuelos24es,negative,0.014947429
madnyc,negative,0.021406561
webs,positive,0.016264655
firm,neutral,0.0073814727
sexy,negative,0.00988555
circulation,negative,0.012643557
connectns,negative,0.014418449
hotl,neutral,0.01580669
planelook,positive,0.019522335
stunning,negative,-0.0002615098
dreadful,negative,0.012773495
colonist,negative,0.014582183
fraction,neutral,0.020140912
pqd,negative,0.015068255
1472,positive,0.021499671
bgm,positive,0.018212568
us733,positive,0.0054140575
freejust,positive,0.0047277287
horse,negative,0.011480343
radish,neutral,0.012894675
facewithsteamfromnosehorseface,positive,0.019053023
mild,negative,-4.8184767e-05
poisoning,positive,0.014707033
ua5,negative,-0.0036577452
lhriah,negative,0.014578458
openin,positive,0.0100438185
clappinghandsclappinghand,neutral,0.02072063
129,neutral,-0.0046632476
utmost,positive,0.021467581
lh,positive,0.018318139
celebs,positive,0.0132951625
pipe,neutral,0.005736202
barelyexpired,neutral,0.003267821
rapidreward,neutral,0.012189437
roller,neutral,0.006400058
becuz,neutral,0.012096338
calling,positive,0.019145358
6th,neutral,0.021122247
reject,positive,0.012604456
flgt,negative,0.007007938
orig,negative,0.01809923
overbookedgng,neutral,0.02090273
destfeel,neutral,0.015657168
bec,negative,0.0014559627
autoreflight,negative,0.011676706
sleet,negative,0.020711366
evedid,negative,0.009660374
geeeeezzzzz,negative,0.009733232
aim,negative,0.007226033
satisfy,negative,0.005059896
nanosmattering,positive,0.019238908
covert,neutral,0.013597418
inability,negative,0.009720506
responsibilitytoo,negative,0.008901507
ua1619,positive,0.010282952
heyyyy,neutral,0.02119476
guyyyys,negative,0.0033226293
traveling,neutral,0.009123828
dre,negative,0.015970238
snoop,negative,0.02088229
thatthis,negative,0.018972855
nexttimeiwillflysouthw,neutral,0.0053091925
republic,negative,-0.00093589723
mattersit,positive,0.009776305
areyounew,negative,0.006787371
no800number,neutral,0.018578
feeltheheat,positive,0.011895742
reupgrade,positive,0.017744418
dart,negative,0.021233656
dendfw,positive,-0.005561799
vaca,neutral,0.014687147
hurricane,negative,0.0025027469
thetakeover,negative,0.008409109
yponthebeat,neutral,0.01463452
8544484,positive,0.0118373
948,positive,0.018120069
bouncer,neutral,0.010918688
ozs,neutral,0.01849857
rare,positive,0.011247482
wrongfully,neutral,0.019887649
65000,negative,0.010711163
ltaljx,neutral,0.016979698
goodthingscome,positive,0.005551031
1815,neutral,0.017068915
n747uw,negative,0.019948475
4491,positive,0.01361214
deltanew,neutral,0.011069875
oscarworthy,negative,0.0042419676
4968,positive,0.007261606
n8325d,neutral,0.015750244
enroute,negative,0.0011137519
vastly,positive,0.0048299525
305pm,positive,0.011696976
740,positive,0.009840004
unsmiling,negative,0.021452498
breezy,negative,0.018768135
bone,positive,0.015044246
canld,positive,-0.0023080986
resch,neutral,0.019866709
130if,negative,0.012583487
opt,positive,0.018902436
cng,neutral,0.013752762
viracopos,negative,0.006106049
poutingfacepoutingfacepoutingfacepoutingfacefacewithsteamfromnosefacewithsteamfromnosefacewithsteamfromnose,negative,0.01799589
85681,neutral,0.019897502
screencap,neutral,0.017907597
anchorage,negative,0.019812096
fairbanks,negative,0.015686117
ramp,negative,0.0036066622
iahwowjust,positive,-0.004206283
2692,neutral,-0.0008432977
1world,positive,0.013131067
smart,positive,0.0075311847
2031,negative,0.017248675
regretting,positive,0.016069267
hotterandlongerthanhell,positive,0.01353699
goingtovegas,positive,0.002103364
us5268,positive,-0.00088613667
2133,neutral,0.014262255
a3,neutral,0.015406389
ticketeven,neutral,0.017146725
210pm,negative,0.01740241
lagos,neutral,0.016366236
nigeria,negative,-0.007368896
ou,negative,0.016042557
familyfriend,positive,0.008195508
pasting,positive,0.01413694
michele,negative,0.012269095
3739,neutral,0.003196124
writeexpressionlessface,neutral,0.018704206
shanghai,positive,-0.016431665
vibe,neutral,0.007453598
moodlight,negative,0.015981462
touchdown,neutral,0.014934879
moodlitmonday,positive,0.0061369687
768,positive,0.0061833076
unbalanced,negative,0.0026076064
poornoncommunication,positive,-0.0025211666
unaccounted,neutral,0.013655871
okayi,positive,0.020183112
16hr,positive,-0.00266782
55mins,neutral,0.010432765
player,positive,0.012161665
chgd,neutral,0.0044817496
acoustic,neutral,0.015572313
835,negative,0.016612038
ua863,negative,0.021339014
1way,neutral,0.018450923
laxnycarea,neutral,0.015194915
validity,negative,0.018748052
tide,negative,0.017300654
french,neutral,0.0176774
flywhonotblue,neutral,0.014993973
skipper,negative,0.01395116
walkaround,neutral,0.021050744
induce,neutral,0.0125669055
njv4bp,positive,0.01543691
ihatemerger,neutral,0.018807746
pleasefoldedhandsfoldedhandsfoldedhandsvictoryhand️victoryhand️victoryhand️foldedhandsfoldedhandsfoldedhands,neutral,0.020101603
820,neutral,0.0030209292
tks,negative,0.012685183
1758,positive,0.013548527
vacate,neutral,-0.003979478
findanothergate,neutral,0.010151029
interpret,positive,0.017692327
sarcastic,negative,0.019320812
persongesturingno,neutral,0.020810962
acknowledgment,positive,0.015487418
dealsmayredheartredheartredheartsmilingfacewithhearteyesglobeshowingasiaaustralia,negative,-0.0057335496
1202,neutral,0.019334894
maintain,negative,0.021121167
blush,negative,0.0002632644
ua647,positive,0.017674688
improper,negative,0.02037111
gill,negative,0.004247466
happy4them,neutral,0.020415775
56,neutral,0.018582579
ahhhhh,positive,0.011122413
lunchtime,positive,0.017289203
4125,neutral,0.020913012
comeon,negative,0.019379657
stndby,negative,0.015454698
2b,negative,-7.3652714e-05
idlovetoask,positive,0.019719783
sat2morrow,neutral,0.015803933
choclt,neutral,-0.0068766065
maintenece,negative,0.01954975
anyhelp,neutral,0.019481827
1855,neutral,0.008115916
worst2unitedflightsever,negative,0.005750928
236,negative,0.021242794
wtfodd,positive,0.01776553
hawaiian,positive,0.012830656
tad,positive,0.015425589
gap,positive,0.014470518
truebluecolor,neutral,0.012812857
2022,neutral,0.0041463934
wonderingirritate,neutral,-0.0038764905
flights,positive,0.0074684527
greati,neutral,0.015187319
pns,negative,0.004793877
restr,positive,0.0062299576
restriction,positive,0.0078118574
2416,neutral,-0.006240935
orlandoridiculous,positive,-0.014719229
notbabysitter,neutral,0.0018624701
whrsthecoach,neutral,0.012924269
hotlanta,positive,-0.0034314226
ftlauderdale,positive,0.018710345
2224,positive,0.020638712
flyingflighttravel,neutral,0.019972537
flysouthw,neutral,0.00088896975
lovesouthwest,negative,0.01700794
mybday,positive,0.009820905
irritate,positive,0.014955394
coltsmissingbag,negative,0.021411229
3854,negative,0.019630775
56680,negative,-0.0027847122
nosupport,neutral,0.01684669
santa,neutral,0.01694886
monica,negative,-0.003743451
legally,negative,-0.008359334
blind,neutral,-0.0088002235
messed,neutral,0.02122461
tellpurchase,neutral,0.020983346
excusable,negative,0.021387413
sine,positive,-0.0014254735
950pm,positive,0.020869076
ua3774,neutral,-0.004803704
quintana,negative,0.006831484
roo,positive,0.01791424
customerit,positive,0.019119311
ambivalence,positive,0.016711935
earnedmybusiness,negative,0.0142766945
chinese,positive,0.0025407914
expedient,negative,0.00615233
54,positive,0.014512289
dope,negative,0.00045541488
swoop,neutral,0.0053856503
helpfaith,negative,0.007517047
ua1564,negative,-0.0016278177
ua4232,positive,0.018880107
twin,positive,0.0067740045
todaywhat,positive,-0.0014482997
1226pm,positive,0.0130417645
programhorrible,neutral,0.020515282
3138,positive,-0.008803245
givethemraise,neutral,0.012556825
idnumber8569822,neutral,0.015135426
hopetogetanswersoon,positive,0.008447712
sexually,negative,0.013327111
living,neutral,0.0068429727
loner,positive,0.018468283
jamie,positive,-0.00015145913
mckinnie,neutral,0.0046687815
25hrs,negative,0.018555589
6hrs,positive,-0.0023731794
122322,neutral,0.01667928
unusable,negative,0.0099734105
usairwaysfailscustomer,neutral,0.013114408
virginamericayou,negative,0.006177511
matchgot,negative,0.012274127
hearnoevilmonkey,negative,0.013060708
771,negative,0.0112476535
denbna,positive,0.020199306
yyj,positive,0.009979416
twitteremailweb,negative,-0.0003766846
prank,negative,0.002290422
acc,neutral,0.020773873
2426,negative,0.02057191
nowsunshine,negative,0.019957405
distress,positive,0.012803234
schooler,positive,0.014517117
rachelle,neutral,0.019720186
irritated,positive,0.0026808996
bussine,negative,-0.0017770957
wouldirect,neutral,0.003098553
richard,neutral,-0.0073443064
tixs,negative,0.005684072
vary,positive,0.015326612
aal,positive,-0.015231468
3659,neutral,0.0206866
sgf,positive,0.015318196
southwestrock,positive,0.0058195796
mccarran,neutral,0.01699607
c16,neutral,-0.0031060819
natt,neutral,0.015645545
town,positive,0.015936896
59way,negative,0.018201724
iata,negative,0.01915849
prepay,positive,0.02044069
firstworldproblem,neutral,0.008811466
3511,positive,0.018510021
orddca,negative,0.019207887
iti,neutral,-0.00043183565
atct,positive,0.004464809
1055pm,positive,-0.008355369
290,positive,2.262555e-05
appropriately,neutral,0.013059698
royally,positive,0.016270686
fakesincerity,neutral,0.016110819
missedflight,positive,0.008047208
jason,positive,0.017629206
108639,positive,0.01747775
stellarservice,positive,0.017982434
nit,negative,0.01353639
usaa,negative,-0.0022836216
639,neutral,0.012569629
renew,neutral,0.017323695
1831,neutral,0.012071736
erw,positive,0.011781365
442998,positive,0.0156049095
msydca,positive,0.018829003
swamistake,positive,0.010321997
koalax,negative,0.0058555715
unprofessionalism,negative,0.0026161112
controllableirregularity,negative,0.011245526
vegaschicago,neutral,0.015320469
3397,neutral,0.0130835995
1074,neutral,-0.0031952206
raisegreat,positive,0.021035895
az,negative,0.009536132
luvswa,neutral,0.00468003
3000,neutral,0.012377597
1918,neutral,0.009415638
pos,neutral,0.021295682
