Predictions,Text
7,airline potentially stressful situation reflight booking problem flight -pron- diffuse help make awesome
5,airline even tho extra 5 lb still go plane carry sense -pron- say fat people
5,airline think mosaic member perk good part instead check extra 5lbs carry -pron- unamusedface
3,airline -pron- go bankrupt inflation really bad day -pron- go 50 120 overweight fee outrageous
5,airline show flight abc oh well live nexttime andthewinneris
2,airline ill call morning upset right
7,airline -pron- still wait answer
1,airline amount money spend hotel week bc flight cancel flightlation another flight make money lose
1,airline tell jfk 5 hour delay reason -pron- delay -pron- hard notify 12 hour notice
5,airline far bad airline term service jfk
7,keep wait time cost anything airline hundred people payed thousand dollar feedback
1,airline thank delay result scheduling issue weather relate flightd problem
0,airline less concerned delay notify look board -pron- flight delay
0,airline boarding flight 0510 captain inform -pron- could exceed the16 hrs regulation turn plane around incredible
6,airline user consider accessibility absolute must equality
4,airline -pron- watch oscar though right abc flight missingtheoscar
4,jetblue ooookay user silly -pron- guess -pron- watch oscar purely twitt reaction tonight oscar
2,airline hear -pron- new flight tap pay reader accept apple pay think impossible certainly emv compliant
4,airline 2nd time row flight jfk disaster last time allow fly stndby 2 hour delay without notification
6,airline oh right -pron- hundred people arrive back gate -pron- leave minute ago sdq
6,user bunch flight delay ffl northeast destination announcement gate go
0,airline dissapointe way paseenger flight 0510 santo domingo treat 9hrs board plane info give
6,airline -pron- idea -pron-
2,airline thank still annoy especially miss -pron- flight winkingface tweet tsa
2,airline hey jetblue still wait hear -pron- lose -pron- 98 surfboard jfk bqn airport
0,airline -pron- gif game strong
2,airline well thng -pron- wait someone explain -pron- situation responsibility
1,airline flight 98 den jfk already 2hrs delay idea may change due weather forecast etc
4,airline close prechk 8 p.m. sunday jfk annoying
3,airline -pron- crew say -pron- safety -pron- say glad stay check information -pron- give costumer
0,airline -pron- quite possibly ruin -pron- entire first day south florida bc -pron- disorganization getittogether
5,airline go write post user experience -pron- customer service tank jetblue
7,airline still response ceo guess -pron- oscar bet -pron- flight time justwrong
7,airline okay name sj crew alamo tatiana keep tell -pron- hold leave desk ali tell -pron- -pron- could help bc go break
4,airline stock response delay frustrating poor cust serv tell 3 ppl wait -pron- would come back
0,airline 4 hr delay flight jfk via tampa bad customer service san juan airport app work day
5,airline please get -pron- luggage 2070 onto carousel 5 logan airport able go home
3,airline happen confirm flight seat available online checkin except even space upgrade
6,airline thank response wait 5 hour really frustrated seem like one jetblue concern
1,airline tx info understand -pron- could accurately estimate departure time early weather ny fine
1,airline update please flight 2601 continue delay
5,airline thank -pron- even come solution great service may sayas trueblue member totally dissatisfiedthank
2,airline day
2,airline free wifi flt 1254 pbi make 25 hr delay treat -pron- right
1,airline flight 1106 delay ny problem
6,airline thank update preciate -pron- hope -pron- get delay 2 day get back
5,airline yes -pron- work -pron- hope bag next flight deliver home
7,airline wellmy pay ticket assign seat essentially flight unless pay
3,airline seat guarantee -pron- pay -pron- call rep say people book -pron- seat
7,airline yes please get -pron- seat -pron- pay
1,airline flight 136 depart 214 finally arrive jfk psgrs 539 pm long flight aka bus
5,airline hope -pron- customer service rep reliablefriendly -pron- usually far -pron- live -pron- repexper
5,fyi user last email response -pron- undrstnd good 4 -pron- hope 2 wlcm u back onbrd n future nice touch lol
1,airline last flight cancel flightle -pron- 2 hour change light bulb sit wait maintenance unreal
2,airline say jetblue officially lose customer waste point yet flight
7,airline keep tweet -pron- ceo answer personally apologize -pron- wife passenger flight 136 wrong
2,airline think -pron- safe say 25 year loyal jetblue flying -pron- officially byebyejetblue
7,airline token 7500 goodwill voucher passenger stick flight 136 phoenix today 3 hour mark 27000 per passenger
3,airline anything serious worry
3,airline -pron- make -pron- freak hard -pron- say good thing -pron- jetbluefail
7,airline seriously -pron- solution exactly help -pron- 5 year old problem plane
0,airline -pron- scheduling skill fail delay go four hour nearly six tell -pron- -pron- snowbound pbi
2,airline sadly app -pron- also experience difficulty flight information board keep -pron- updated
7,airline absurd stranger help -pron- kid problem jetblue
5,user thank guarantee -pron- deli ever -pron- bag -pron- hotel bag miss connection sfo customerservicenot
6,airline -pron- lucky -pron- still fly -pron- today land gear failure get -pron- act together help -pron- sit -pron- kid
2,airline prefference option something -pron- honor -pron- one service apply
6,airline -pron- want helpful find -pron- seat quote term condition jetbluefail
2,airline -pron- really think -pron- okay sit kid away parent srsly esp -pron- landing gear failure
1,airline -pron- absolutely guarantee -pron- -pron- would sit -pron- kid -pron- term response insult jetblue
4,airline -pron- excuse time 1117 delay lga tpa know plane air
3,airline -pron- guarantee parent sit -pron- child sell ticket promise jetblue
4,airline -pron- go blue -pron- go back
4,airline many delay north east city
3,airline kid fly hire people care -pron- guy jetblue
1,airline make feel like criminal want sit near -pron- 5 year old flight jetblue
2,airline usually great experience -pron- guy unhappy -pron- right
3,airline would -pron- hire guy care safety child remotely acceptable
1,airline three delay far result three hour unnecessary extra waiting
3,airline never airline refuse help sit parent tiny kid guy willing -pron- jetblue
0,airline san diego 4 hour delay jfkeven -pron- amex jetblue even 50000 travel mile -pron- still nothing
1,airline -pron- seem almost inconceivable sit 5 year old alone consider okay guy think
6,airline third straight time -pron- flight delay fly -pron- guy -pron- last trip -pron-
0,airline -pron- let -pron- 215 delay jfk inbound flight syracuse really ishouldhavedriven
3,airline 5 year old sit alone flight absurd guy dick jetblue
1,airline tell guy -pron- help -pron- sit next -pron- 5 8 year old flight jetblue
1,airline thank send -pron- update -pron- flight delay 3 hour unbelievable
2,airline 5 hour delay hour increment really mosaic still pay 25 use lounge waste sunday
4,airline yet something online thx
5,airline user wifi flight -pron- tweet -pron- -pron- oscar party pic 37000 ft bluecarpet seaairplane️bos
3,airline thank -pron- reply would appreciate communication check delay jetblue use -pron- goto
3,airline -pron- also promise change -pron- wife name account -pron- also wtf
3,airline -pron- guy really suck spend 40 minute phone link -pron- credit -pron- account -pron- still 12
0,airline -pron- come think tampa
5,airline good perspective safety concern express point arrive airport communicationiskey
6,airline exactly -pron- flight delay 599 bdl dca seem get answer
1,airline flight bos rsw tomorrow need -pron- wife 3yr old sit together option check
1,airline -pron- leave 175 people hot plane ventilation hour half bus -pron- jfk
1,airline point delay take different flight -pron- destination
3,airline -pron- get -pron- -pron- money -pron- people public apology president jet blue
1,airline -pron- book flight jetblue separate 3yr old mother bit stupid checkin headache
4,airline fit 140
7,airline -pron- never get -pron- wife -pron- destination -pron- expect 7500 goodwill credit make everything hunkydory -pron- blow -pron-
3,airline every time look flight status 30 minute add delay point trouble
0,airline hey awesome peep flight 1159 boston delay 3hrs
0,airline flight 1384 1583 pick twice week 1583 time -pron- delay confusedface
1,airline delay boston today -pron- sister try go home broinlaw try come rdu craziness
1,airline 118 boston still sit
3,airline -pron- enough money parking -pron- garage -pron- fault -pron- pay 10min 3hrs
1,airline wait 3 hrs -pron- bag -pron- flight 2 hrs
4,airline bother contact -pron- already check -pron- flight confusedface
0,airline backlog hour two unacceptable
7,airline -pron- agent tell -pron- tsa crew get bag
0,airline baggage crew update -pron- staff incompetent answer 2 hour
5,airline blame user flight 584 luggage debacle luggagegate
3,airline yoga -pron- tv service seem though look forward much
7,airline -pron- fail answer please justify otherwise
0,airline come already delay 2 hrs flight 1415 -pron- wait pilot come boston -pron- reassign -pron- endless trip
7,airline get -pron- alert immediately start look rebook -pron- 11 minute reflight booking problem catch flight srq
4,airline still wait board see -pron- give -pron- exit row
4,airline find -pron- -pron- tell -pron- fly jet blue since -pron- first month experience -pron-
0,airline -pron- flight delay show airport appropriate amount time delay go time
6,airline honestly would like get go journey
1,airline case -pron- alert arrive late flight fourhour delay buy -pron-
4,airline -pron- flight tv -pron- flight back seat together b6 620 maybe -pron- fault still fun
4,airline believe team tell -pron-
3,airline also food available even purchase quite shocking since 5 hour international flight
2,airline 1691 jfk one info answer -pron- board plane team awkward spot everyone cranky
7,airline flight 1562 still wait bag -pron- check 12 hour ago people miss connection please help
5,airline something think -pron- deal people wrong excuse figure -pron- expect unexpected
1,airline understand wish -pron- would announce delay 2 hour early vs sit 2 hrs mco
1,airline give delay 2 hour mco jfk every time
5,airline -pron- wife -pron- dog -pron- would even let -pron- plane -pron- daughter newburgh live close wrong
5,airline accord -pron- ground staff -pron- even take plane yet
3,jetblue thank make effort credit credit due flight 795 delay 5 hour instead 8 hour fwiw loweredexpectation
1,airline time passenger sit hot plane air communication 2 hour wrong
1,airline flight delay jfk 2 hour 3 hour 85 hour -pron- back 5 hour explanation apology
1,airline flight 1562 4 12 hour weather delay 45 minute delay get bag tired passenger
1,airline 5hrs tarmac yest b4 cancel flight user 3 hr delay send txtemail jfk close save trip 2 sit user
4,airline fly buf 2 bos miss captain really delay til 200 happy
5,user -pron- would nice app would actually inform -pron- flight delay
4,airline know want pass -pron- along good t5 experience esp someone fly 23 time month
1,airline plane stick newburgh start -pron- weather relate flightd well passenger plane 10 hrs
2,airline thank home msy tsa precheck agent direct people photo scan beyond rude one grab push child
0,user -pron- hold music suck
7,airline jfk t5 north check 3 bag drop lady 1 check someone entire time another check
5,airline excuse though 3 gate change though
5,airline someone bother inform -pron- airport close would help
1,airline get -pron- home flight 2016 buf bos miss captain really
4,airline nope 845am flight leave almost 5 p.m. 5 believe pay money
6,airline user update -pron- get -pron- idea -pron- get update way go hopeless
7,airline user -pron- cover cost -pron- car service waiting time
0,airline ridiculous -pron- 15 hour come wait deplane newborn board
6,airline wait hpn plane hour since land bc gate please get -pron- plane
7,airline late flight several passenger inebriate -pron- league big alcohol shame -pron-
0,airline thank make -pron- vacation worth -pron- currently wait runway another hour deplane
6,airline let -pron- san fran media rate deal look like last time fly anywhere -pron-
5,airline empty help desk
0,airline closure people need inform passenger send -pron- gate gate w info board update departure
6,airline accord jfk plenty plane land problem
6,airline thank third gate change
4,airline flight 1533 jfk cartagena airport bar singe opposite -pron- praise -pron- make pact never fly u
6,airline happen -pron- plane mean leave user 830 -pron- wait 1 buffalo seem organizational error weather
3,airline award win service
0,airline really acceptable inform plane start charter bus take passenger jfk
5,airline much long jfk open diabetic need sugar plane nothing
5,airline flight 16 send back gate even though app say -pron- leave anyone clue -pron- 36 sunny jfk
0,airline u guy 2b kid help anywhere 5 hour delay still answer bad cust service idlovetoask
5,airline -pron- send plane anyone jetblue clue
2,airline unfortunately startled rush get name provide description -pron- expand email thank -pron-
3,airline rude rep try book family vacation use trvl credit phone new rep helpful
1,airline -pron- sunny gorgeous ny actually real reason
5,airline -pron- 3 hour -pron- send plane hangar flight 1533 jfk absolutely ridiculous
6,airline still sit plane newburg get ridiculous way treat loyal customer
0,airline delay system
4,airline think any1 rly know go suppose 2 leave 830a 9a 930a 10a 11a 1130a 12
0,airline gracious airline tell -pron- go buy water snack -pron- flight delay 3 hour
5,airline apply -pron- new tag -pron- leave -pron- bag ground rather load conveyer belti walk back 50 yard
0,airline get flight 16 air
1,airline weather relate flightd -pron- nice blame weather airport prepare investigation time
5,airline agent demand remove -pron- old luggage tag every airport jb agent politely handle -pron-
3,airline also mosaic customer fly jet blue alot
6,airline -pron- much delay fact flight still come time -pron- app give -pron- honest estimate
3,airline -pron- wave someone behind -pron- step forward although explain happen indicate -pron- need make -pron- flight
0,airline 489 flight 589 depart -pron- even board
7,airline part bag drop insert -pron- jetblue cc print pass agent stand front -pron- refuse print -pron- pass
1,airline hear weather fine morning flight 136 circle timesomeone forget clean runway
1,airline -pron- 30 min past schedule time departure sight flight long qualify time updateyourwebsite 489
0,airline -pron- entire system go -pron- really
6,airline appreciate head 1045 -pron- 11 a.m. flight delay bc crew stick boston communicationfail dobetterjetblue
4,airline seriously system -pron-
5,airline horrible experience check agent fort myers document send detail boston
4,airline flt1533 carta go 1st tell plane come hangar gate change one know wat plane -pron- get
0,airline something -pron- tell -pron- crew -pron- job
6,airline -pron- app need updating say -pron- flight time -pron- well past boarding time 2hr delay
1,airline airportwide delay bos -pron- get unlucky 152
6,airline jfk still close tryna get ft lauderdale flight 502 want get home nyc
4,airline woulda nice -pron- let -pron- know post -pron- -pron- board still show flight time
2,airline hmmm -pron- say -pron- follow -pron- -pron- get deice still hane around runway clear
4,airline flt 136 phx delay 2 hrs circle 1 hr divert upstate ny sit 1 hr communication horrible
2,airline -pron- online resource say -pron- time clearly -pron- information age -pron-
6,airline crew -pron- gate
4,airline -pron- tell -pron- update board
5,airline issue jfk pilot explain jfk reopen -pron- get schedule back -pron- divert lga close acy
7,airline -pron- want -pron- talk wall
1,airline -pron- poor flight management reason schedule 800 pm flight takr 1100pm
6,airline note time take 906 flight still list time 910 onboard
4,airline -pron- 910 flight list time -pron- 904am plane yet
1,airline ok -pron- get far atlantic city due jfk close -pron- get -pron- hpn lga please
7,airline -pron- need eta please
4,airline fly 2301 delay ice jfk switch late flightr flight free
1,airline 405 nasty boston family drive 90 min pick -pron- erie think flight cancel flight
1,airline user good way kill nine hour airport flight full airline put -pron- standby stranded
2,airline yes -pron- say runway ready -pron- wait port authority remove snow -pron- sight
2,airline travel business twice week otherairline fiasco fly blue often thank
6,airline see -pron- money -pron- poor service stick virgin america think try jetblue
0,airline suck -pron- customer service bad point loyalty scheme -pron- honor badairline
1,airline update flight 475 leave tf green delay
6,airline well -pron- say cancel flight pa system guess -pron- try get plane boston 100 confirm
1,airline -pron- get page cancel flight -pron- 45 min ago user otherairline help flight user mco
1,airline -pron- flight 475 cancel flight due lavatory problem confirm -pron- go get flight boston logan int
2,airline woman steal -pron- seat plane one sit elsewhere standard protocol
6,airline yep still wait bag jfk holdup look like -pron- flight get time
1,airline full six -pron- leave flight wait whole day get flight -pron- kid miss school
0,airline board order someone board service animal member -pron- party allergic flight
0,airline -pron- ridiculous get home suppose land 3 hour ago bc hella tired
6,airline lose loyal customer use -pron- 410 time year
1,airline highlight -pron- travel 3 hour delay deice twice sit bumper bumper traffic taxi finally get home unamusedface
1,airline voucher believe take risk plane terribly filthy 15 scream baby -pron- face
2,airline speak 2emaile jb team explain situation seem matter anyone -pron- guess expect
1,airline shock misbehavior cheap comment jet airways staff passenger delhi airport friday board dubai disgusting
6,airline -pron- service -pron- remote controller -pron- flight watch equalizer movie three time -pron- remote stuck
6,airline user oh wow complain two hour run way shuck jetblue good -pron- service well
1,airline curious know -pron- compensate passenger miss engagement due two hour wait tarmat get gate
0,airline everytime come back boston -pron- minimum 45 min wait bag early -pron- almost hour -pron- boston jetblue
0,airline -pron- employee logan tell -pron- finally get one meet -pron- daughter -pron- first solo flight rude rep
0,airline -pron- customer service brutal
1,airline flight attendant hesitant give -pron- baby sized cookie
7,airline u let -pron- make fun size cookie stuckonaplane sos babyfood
0,airline thank yes order -pron- rum coke get -pron- hotel voucher floor chair cushy
7,airline -pron- pass along -pron- wife daughter daughter friend -pron- elderly motherinlaw -pron- spend several hour wait
5,airline miss goal user -pron- inept male stewardess land already take yet
5,airline -pron- horrible job jfkyou need rethink -pron- put route together unprofessional
4,airline -pron- let -pron- know status flight 454 pbijfk delay 25hours board problem hatch
2,airline thank response crew patient -pron- -pron- also frustrated would bad airport closed
5,airline -pron- interupt staduim series user need see -pron- stupid commercial emergency info
3,airline -pron- well aware insufficient info option
0,airline sit plane 3 hour dulles insane ijustwanttobeinboston thanksdc
1,airline -pron- get honest update departure flite 454 plane infant child
1,airline u suckwe sit 9hrs ur negligence
0,airline still wait bag flight 26 -pron- land hour ago
2,airline complete waste entire day pathetic
1,airline flight 790 -pron- -pron- stick plane nearly 4 hrs set take flight control deny -pron- bad service
5,airline -pron- -pron- still wait callbackthe lack follow concern smh
0,airline -pron- hasshe hear anyone week nonstop flight -pron- baggage loststolen customer service thumbsdown
0,airline -pron- get -pron- luggage wait 40 min go home right family ada friendly wait long w chair
1,airline flight 2202 jfk 2 12 hr delay could get -pron- -pron- weather relate flightd consider -pron- come
5,airline figure -pron- 4 flight 2morrow hard believe oil low kill u make even part hotel comp would
2,airline -pron- see one -pron- useless tsa agent inspect -pron- shoe
5,airline disappointed miss connection roc slc reimbursement even tho friend pilot say -pron- due atc
6,airline find -pron- unfortunately -pron- helpful take -pron- info incase -pron- get find
2,airline crew one help
7,airline customer service please call -pron-
2,airline -pron- hotel also jetblue lose -pron- daughter luggage -pron- lose luggage plane never actually leave
0,airline lipstick pig still pig ur new baggage claim user sju disaster chair 20 min wait baggage fail
0,airline half hour wait -pron- unreal finally first bag come sju need work
7,airline long -pron- take bag get baggage belttoolong wait
1,airline -pron- delay delay palm beach need head westchester -pron- give -pron- info
6,airline hey jetblue -pron- strand entire plane suppose go jfk -pron- get restless need well communication
1,airline hey jetblue -pron- cancel flightle -pron- flight st maarten jfk strand -pron- family baggage area lose -pron- daughter luggage
4,airline -pron- website seriously horrible -pron- call center almost make -pron- tempting fly someone else sodone
2,airline -pron- allow flight change ny area airport tonight everyone say travel treacherous
6,airline cool gate turn -pron- flight fll jax delay yet app say time good start
2,airline supervisor available -pron- could anything
0,airline learn customer service sxm work airport jetblue -pron- need supervisor anything
1,airline try fly bos jfk flight delay travel kid book hotel -pron- get tonight
0,airline -pron- try -pron- helpful terrible customer service airport least
1,airline tell -pron- point u realize u fly dca tonight u cancel flightle 1 p.m. u cancel flight 526
1,airline make bad situation bad cancel flight flight make -pron- stay overnight sxm provide voucher stay different hotel
1,airline -pron- already cancel flightle one b4 -pron- dca
1,airline -pron- physically impossible make -pron- airport -pron- flight schedule leave less 3 hour
1,airline point u cancel flight flight dca airline already cancel flightled
5,airline would like send email lose find jetblue jfk speak -pron- morning drive -pron- today
3,airline -pron- want room food allowance agent refuse give -pron- voucher use room -pron- book -pron-
5,airline send service agent strand passenger helpedsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbuttonsosbutton
0,airline hopefully flight seattle boston 2 p.m. wifi -pron- first one -pron- entertain -pron- lizaapprove
2,airline customer -pron- feel like stick airline jet blue travel -pron- work past 5 year never see 70
3,airline price 8 year know 70 buck seat criminal 2030 understand pricing flying jetblue pricewise
0,airline cough awkward
3,airline -pron- guy need live chat
2,airline -pron- obviously -pron- link nothing try book -pron-
2,airline quick person travel w mosaic get green tag make sense end waitin 4 -pron- son bag anyway
3,airline get -pron- wish -pron- would communicate w -pron-
6,airline continue -pron- record never flight leave time add much time -pron- family -pron- cost -pron- jetblue
7,airline guess redo flight booking problem ugh
6,airline suck oh well
3,airline -pron- stand -pron- cell announcement info thismosaicnothappy
7,airline someone info smh one bag come nothing
5,airline nothing apparently connect -pron- true
5,airline u see hold flt 1002 bag one bag come nothing else 10 minute
3,airline would -pron- credit -pron- right -pron- account instead separate sign seem pretty ridiculous
6,airline -pron- seem never receive -pron- password
1,airline yes last month boston get first big snow storm -pron- flight cancel flightled
2,airline -pron- travel bank credit go call -pron- right
3,airline love -pron- airlinehate -pron- website try book 2 ticket 1 w miles 1 without absolute joke need lot work
5,airline yes -pron- de baggage claim sad baggage -pron- treat -pron- disappointedface please -pron- need baggage
7,airline -pron- mom baggage lose fly 1557 fort lauderdalebogotá today colombian employee treat -pron- badly need help please
7,airline change make -pron- son pass print conf -pron- print express disapptment jetblue
1,airline cancel flight cryingface
0,airline -pron- unhappy customer wait 20 min hold rude uncare rep freeze -pron- acct print bdng pass
7,airline first place really need extra stress already terrible time oh way make flight 30
7,airline miss -pron- flight book flight extremely last minute due family death excuse attitude
3,airline serious attitude fault run tad behind -pron- even know -pron- name -pron- flight info -pron- assure -pron-
5,airline fly withu much however -pron- kiosk break syr 1 woman work ticket counter -pron-
0,airline fly denver march 1st -pron- flight itenary keep get change heckbooke trip 3 month ago
0,airline -pron- hold foreverrrrrr
0,airline happy customer -pron- wait patiently mention 150 six month marathon training -pron- need 2 tmrw
1,airline wait flight fl 12 marathon tmrw 4 charity u bump -pron- 2a late flightr flight cancel flightle -pron- -pron- fix
6,airline -pron- want fly storm -pron- right give -pron- choice -pron- kid want chance -pron- nixchangefee
1,airline -pron- fail snow come dc area try get early flight -pron- refuse flight 65 hour delay greedy foolish
5,""" jetblue user thank include -pron- -pron- tour -pron- pack -pron- winter coat”unfortunately yes snowflake️snowmanwithoutsnow️ werenotincalianymore"
7,airline website print boarding pass
0,airline -pron- ideal -pron- okay well late flight never
2,airline yeah define incidental much spend gear trip waste
5,airline -pron- guy lose -pron- bag -pron- ski gear -pron- fly nyc ski buy new stuff tomorrow
6,airline hold 30 min place hold hang 2nd time 2 day look group rate bossju 512 519 10 people
0,airline -pron- customer service terrible neveragain flywhonotblue
0,airline -pron- delay 102 ridiculous
0,airline -pron- flight attendant suck always rude 4th bad experience jetblue tonight
1,airline say person delay hour sit runway wail baby
1,airline flight 672 delay 930 1147 still sit runway 15 minute far air travel -pron- good
6,airline 1242 may cry
3,airline site let -pron- book ticket nov jfk kin
0,airline late flight lose almost 3 hour -pron- bay area weekend mention two hour unnecessary vacation time work flt348
5,airline yes get -pron- exact datum -pron- download fine -pron- -pron- upload bandwidth ping issue pe especially
5,airline appreciate response bad part lose non refundable hotel orlando -pron- crew blame wind hope delay
1,airline awful flight jfk -pron- honeymoon delay 1225 -pron- lose money hotel delayforwhat
1,airline flight 348 freak nightmare tonight sittingonthetarmac delay
2,airline appreciate speedy response long -pron- delay inconvenience -pron- put -pron- customer please nix change fee
1,airline go flight 2034 delay beyond 834 thre flight switch point
0,airline broken tv seat 6f flight 1818 today plan catch user game nooooo
2,airline bein call jetblue respond leave -pron- number call back think jetblue loose customer
1,airline flt 700 lax fll ppl sleep -pron- rather disturb flight try dl movie go
4,make -pron- costa rica back airline miss -pron- already pura vida
3,airline love -pron- guy -pron- know pay prem wifi toplay user go ping terrible
1,airline thank make -pron- miss important dinner tonight 2 hr delay 20 min tarmac worst
6,airline enough hand count number time something like delay -pron- flight -pron- guy disappointed
2,airline call number left message -pron- pass along message team
1,airline option luggage assistance ground hpn flight 2168 delay 2 hour -pron- 2 sleeping kid -pron- land
2,airline -pron- ask slc checkinbag drop -pron- find dark blueblackish fit bit flex would lose -pron- around 445pm mt
4,airline seriously go
1,airline news flight 122 pbiboston delay -pron- wait arrive airport base reported 1 12 hour delay
7,jetblue sorry boarding chaos underway please query post scrum
0,airline board really impressed learn valuable lesson
5,jetblue yes file claim -pron- issue 30 credit courtesy whole thing seem exceptionally uncourteous -pron-
6,jetblue yes board 644 good luck push wheel reality dare -pron-
3,airline try burger good expensive lead believe food usa cheap butnot
6,airline trying tired get grumpy
1,airline flight1407 -pron- long day arrive london 11 morning
0,airline deal plane ground instead divert plane add 2 hrs flight
6,airline look like -pron- inflatable car seat get leave plane guess -pron- back sometime savethoseseat
4,airline jan 5 summer
1,airline flight 951pm -pron- already delay
1,user must -pron- always delay -pron- late flight night orlando flight brokenheart
5,airline second incident lose baggage send -pron- dm thought
1,airline maybe announce delay -pron- sit plane runway hour take
1,airline flight 691 bos tampa takeoff 40 min late flight
3,jetblue ah grasshopper -pron- twitterz kung fu good hire geek
6,airline -pron- discontinue nonstop service sjc bos find 471 472 anywhere
4,airline noooo -pron- previously direct flight fll sfo divert las arrive almost 2 hrs late flightr thumbsdown
5,well lets see -pron- could pay -pron- negroni bitcoin airline
6,airline seem dm -pron- guy jdhadp
6,airline two delay little proactive communication go long way howhardcanthatreallybe
3,airline bad view athlete watch -pron- team front seat chase van nogearnotraining
0,airline poor storm customer service 1hr takeoff delay wait snack cart rude steward name love -pron- guy trueblue
6,airline departure people delay get 200 compensate -pron- time
2,airline -pron- one try make -pron- probably late flight see email could call pittsburgh international
0,airline bad customer service airline company dontflythem
1,airline random delay flight 1729 chance -pron- false alarm
2,airline lose day airport -pron- trip compensate inconvenience
1,airline reason delay
7,user ceo battle appease passenger wall street waterbury republican american
2,airline really know mean good firsttimeflyingwa16mo old experience likelihood addtl delay 2nt
1,airline redheart️ jetblue flt 277 fll sfo tke 1 hr late flight div phx get 2 hrs late flight
1,airline sis 16 month old nephew last night flight mega delay evening start w delay
1,airline go -pron- bdl dca flight yesterday today every single one get delay
2,airline basically steal -pron- glass drive see -pron- class -pron- answer -pron- phone call thanksjetblue
0,airline -pron- delay almost 2 hrs take jetblue good luck today really frustrating
4,airline something -pron- tell -pron- 2
1,airline -pron- runway hour water pressure low taxi back maintenance 1572
0,airline thank head 2 hour delay sarcasm patienceiswearingthin woof
2,airline sign trueblue -pron- twice happen everyone around -pron-
6,airline mechanical failure boston fault
6,airline 290 boston
4,airline -pron- go miss hugely important meeting -pron- constant delay itscostingmeincome
1,airline -pron- flight delay
5,airline sorry report -pron- stick tarmac hold notwheelsup
1,bit steamed conjunction withmy new 7hour wait first sit buy bit tea settle airline
2,airline appreciate -pron- -pron- end make right still unhappy initial incident call
6,line may extra long security slow seem -pron- employee quick blame customer arrive 34 hour ahead airline
3,airline error message paper ticket service online please see jetblue crewmember assistance
5,airline ccndjp send screen shoot system error email address provide
3,airline inconvenience understatement like torture clearly go wrong path jetblue
3,airline cling safety card -pron- safety really issue flight would land immediately
4,airline wait line time tell crewmember update 930 3hrdelay disappoint
3,airline phone agent see flight see online change ticket even pay frustrating jetblue
1,airline flight 669 force return ny malfunction land countless air strip surround chi
3,airline denverboston 210 flight 994 bostondenver 215 flight 493 plane visible snack crumb seat upon boarding
1,airline feel bit like -pron- add insult injury since -pron- terminal 5 seven hour next flight
1,airline know 34 hour sound odd miss flight -pron- hit jfk hour early -pron- gate attendant tell -pron- 34
6,airline well time go happen safety come 1at look like 2 look 4 another flight 1sttimeflyer
2,airline u say 15mins take -pron- tell 1hr delay possible cancel flightlation u plan rectify frustrated
1,airline hope want early flight avoid airport chaos -pron- late flight
4,airline update anything -pron- know issue front wheel lock
1,airline flight 99 dca 2 delay err side safety -pron- inconvenience people connect flight
6,airline -pron- ok thing happen frustrated -pron- change -pron- schedule see -pron- tomorrow new reschedule flight
6,airline sjc jfk depart 1055pm tonight change -pron- whole schedule -pron- get sort refund
1,airline -pron- airline well system inform -pron- client -pron- flight cancel flightle last min unamusedfacegoblin -pron- schedule
5,airline slow boarding process ever experience rude customer service agent
5,airline need get -pron- act together phx
1,airline yes good case scenario get -pron- gear late flight friday early saturday camp start 6 a.m. tomorrow toolittletoolate flight
3,airline ca weekend attend training camp thank send -pron- gear fl look like trip waste nothappy
4,airline -pron- make -pron- stay jfk 2 late flightr let -pron- rebook without make -pron- pay
0,airline strand passenger help get another flight
1,airline -pron- cancel flight flight 670 last minute
6,airline sit plane many predictable mechanical problem still onboard get bad
5,airline -pron- 1503 flight jfk pr -pron- get door open frigid temperature icyflight
1,airline poorservice poorcommunication waitingsince 1051 bag frm flight 424 jetblue
0,airline bag hv post board flight424 carsl 4 switch carsl 5 -pron- comedic watch passenger run frm 1 othr
5,airline one man baggage office say dunno help
1,airline -pron- luggage flight 424 wait hour bag jetblue poorservice
7,airline go -pron- arrive 1051pm one bag unload flight 424
5,airline service baggage jfk incomprehensible employee know -pron- luggage frm flight 424 lax nyc -pron- hr wait
5,airline yes course leave airport keep look claim still open
7,airline 669 stewardess work witho galley light back nyc change light fromthefrontseat jetblueblue user user
4,airline -pron- every channel user user suppose watch scandal free flyfi sweet
4,airline leave -pron- apt 10hrs ago go boston sjc still nyc please bring back nonstop flight jetblueblue
6,airline go flight buffalo jfk -pron- figure anything temperature tower yet
4,airline -pron- never receive 15 credit inoperable tv -pron- sfo jfk flight 2 week ago never get email
2,airline pilot state 22 year fly -pron- never experience anything like gettingoffplane
0,airline -pron- get plane wait another 12 hour someone user read temp tired
2,airline appreciate quick response one go outside check temp -pron- leave buf currentlysittingontarmac
4,airline 40 min -pron- tell -pron- -pron- check temperature least 2 hour -pron- back gate wait mosiacfail
6,airline time reevaluate -pron- nyc carrier
6,airline go flight 669 many free trip get epic inconvenience user
4,airline departure time keep get late flightr lucky home 3 a.m.
4,airline come -pron- respond everyone else -pron- wtf
2,airline user patronizing response legitimate issue
0,airline yep 1 hour logan gangway break cabin crew stick plane -pron- arrive passenger request butt massage
