tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,locations_from_text
5.69557E+17,negative,1,Late Flight,1,Delta,,thedaniburden,,0,jetblue flying out of buf 2 bos missing captain really delayed til 200 not happy,,22/02/2015 09:59,"Buffalo, New York",Quito,"[{'from': 'buf', 'to': 'bos'}]"
5.69553E+17,negative,1,Late Flight,0.6611,Delta,,arthurhasher,,0,jetblue so what about the plane stuck in newburgh wont start  it that weather relate flightd as well  these passengers on plane for 10 hrs,,22/02/2015 09:41,Long Island - Arizona ,,[{'to': 'newburgh'}]
5.69553E+17,negative,1,Flight Attendant Complaints,1,Delta,,jbs2886,,0,jetblue thanks home to msy tsa precheck agents directing people after photo until scan beyond rude one grabbed and pushed children,,22/02/2015 09:41,"New Orleans, LA",Eastern Time (US & Canada),[{'to': 'msy'}]
5.69547E+17,negative,1,Flight Attendant Complaints,1,Delta,,SOBrien526,,0,jetblue get me home flight 2016 from buf to bos is missing a captain really,,22/02/2015 09:18,Boston ,Quito,"[{'from': 'buf'}, {'from': 'buf', 'to': 'bos'}]"
5.69543E+17,positive,0.6593,,,Delta,,RosieRHues,,0,jetblue flight to orlando is unable to serve hot bevies so theyve made movies and alcohol complimentary that works,,22/02/2015 09:05,scarborough ontario canada,Eastern Time (US & Canada),[{'to': 'orlando'}]
5.69541E+17,negative,1,Can't Tell,0.6601,Delta,,BluTapes,,0,jetblue letting me down in san fran no media rate whats the deal looks like this is the last time i fly anywhere with you,,22/02/2015 08:56,Boston,Eastern Time (US & Canada),[{'to': 'san'}]
5.69539E+17,negative,0.3474,Late Flight,0.3474,Delta,,emptynester25,,0,jetblue according to jfk plenty of planes are landing no problem there,,22/02/2015 08:48,,,[{'to': 'jfk'}]
5.69538E+17,negative,1,Can't Tell,1,Delta,,JaredLogan,,0,jetblue flight 1533 jfk to cartagena all at this airport bar singing the opposite of your praises were making a pact to never fly u again,,22/02/2015 08:44,"New York, New York",,"[{'from': 'jfk', 'to': 'cartagena'}]"
5.69538E+17,neutral,0.6658,,0,Delta,,jackburke,,0,jetblue 795 to austin,,22/02/2015 08:43,austin,Eastern Time (US & Canada),[{'to': 'austin'}]
5.69537E+17,negative,1,Late Flight,1,Delta,,karaklenk,,0,jetblue what happened to our plane meant to leave  830 why do we have to wait for 1 from buffalo seems organizational error not weather,,22/02/2015 08:39,New York,Eastern Time (US & Canada),[{'from': 'buffalo'}]
5.69536E+17,negative,1,Customer Service Issue,0.3694,Delta,,DrCraigKasper,,0,jetblue really not acceptable just informed plane wont start chartering bus to take passengers to jfk,,22/02/2015 08:34,"New York, New York",Eastern Time (US & Canada),[{'to': 'jfk'}]
5.69535E+17,negative,0.682,Late Flight,0.3486,Delta,,wwewwf1982,,0,jetblue how much longer to jfk opens i am a diabetic and i need sugar plane dont have nothing,,22/02/2015 08:32,,,[{'to': 'jfk'}]
5.69535E+17,negative,0.648,Late Flight,0.648,Delta,,emptynester25,,0,jetblue flight 16 now sent back to the gate even though the app says its leaving anyone have a clue its 36 and sunny at jfk,,22/02/2015 08:32,,,[{'to': 'jfk'}]
5.69532E+17,negative,1,Late Flight,1,Delta,,karaklenk,,0,jetblue its been 3 hours why have you not sent the plane from the hangar for flight 1533 at jfk this is absolutely ridiculous,,22/02/2015 08:19,New York,Eastern Time (US & Canada),[{'to': 'jfk'}]
5.6953E+17,negative,1,Late Flight,1,Delta,,DrCraigKasper,,0,jetblue still sitting in plane in newburg this is getting ridiculous no way to treat loyal customers,,22/02/2015 08:12,"New York, New York",Eastern Time (US & Canada),[{'to': 'newburg'}]
5.69525E+17,negative,1,Late Flight,1,Delta,,Luessen,,0,jetblue appreciate the heads up at 1045 that my 11am flight was delayed bc the crew is stuck in boston communicationfail dobetterjetblue,,22/02/2015 07:53,"New York, NY",Central Time (US & Canada),[{'to': 'boston'}]
5.69523E+17,negative,1,Customer Service Issue,0.6713,Delta,,calvinsavanna,,0,jetblue just had a horrible experience with check in agent at fort myers ill document and send details off to boston,,22/02/2015 07:43,"Naples, FL, Boston, MA",,"[{'to': 'fort myers'}, {'to': 'boston'}]"
5.69514E+17,negative,1,Late Flight,1,Delta,,djkeating13,,0,jetblue are there airportwide delays at bos or did we just get unlucky with 152,,22/02/2015 07:10,"Malden, MA",Eastern Time (US & Canada),[{'to': 'bos'}]
5.69512E+17,neutral,1,,,Delta,,sylvie75015,,0,jetblue i hear you and safety is 1 i think we can get to jfk though now so lets help the pilots passengers amp crew get there safely,,22/02/2015 07:02,"Larchmont, New York",Eastern Time (US & Canada),[{'to': 'jfk'}]
5.69511E+17,negative,1,Late Flight,1,Delta,,DrCraigKasper,,0,jetblue flt 136 from phx delayed 2 hrs circle 1 hr divert to upstate ny just sitting for 1 hr no communication horrible,,22/02/2015 06:54,"New York, New York",Eastern Time (US & Canada),[{'from': 'phx'}]
5.69504E+17,negative,1,Late Flight,0.6632,Delta,,sylvie75015,,0,jetblue issue is jfk pilot explained once jfk reopens we can get scheduled back there but why cant we divert to lga closer than acy,,22/02/2015 06:29,"Larchmont, New York",Eastern Time (US & Canada),[{'to': 'lga'}]
5.69504E+17,positive,1,,,Delta,,ctohome1,,0,jetblue great service from pbi to hpn thanks,,22/02/2015 06:26,,,"[{'from': 'pbi'}, {'from': 'pbi'}]"
5.69498E+17,negative,0.6518,Can't Tell,0.6518,Delta,,sylvie75015,,0,jetblue ok we got as far as atlantic city due to jfk being closed can you get us to hpn or lga please,,22/02/2015 06:03,"Larchmont, New York",Eastern Time (US & Canada),[{'to': 'jfk'}]
5.69497E+17,neutral,0.6316,,0,Delta,,MegBurns,,0,jetblue on flight 622 from nassau to jfk not showing cancelled flightled yet but assuming it will be any info,"[25.05152514, -77.46620117]",22/02/2015 05:59,"west hartford, connecticut",Eastern Time (US & Canada),"[{'from': 'nassau'}, {'from': 'nassau', 'to': 'jfk'}]"
5.69493E+17,negative,0.6309,Late Flight,0.6309,Delta,,MerrickRealtor,,0,jetblue fly 2301 delayed do to ice at jfk  can i switch to a late flightr flight for free,,22/02/2015 05:44,Merrick,America/New_York,[{'to': 'jfk'}]
5.69492E+17,negative,0.6617,Cancelled Flight,0.6617,Delta,,OverTheEdge55,,0,jetblue  im at 405  will be nasty in boston have family driving 90 min to pick me up from erie think flight  what if cancelled flighted,,22/02/2015 05:38,,,"[{'to': 'boston'}, {'from': 'erie'}]"
5.69483E+17,neutral,0.6477,,,Delta,,OverTheEdge55,,0,jetblue  i see my flight from boston to pitts is ok from this afternoon did you have any delays for the morning flight,,22/02/2015 05:06,,,"[{'from': 'boston'}, {'from': 'boston'}]"
5.69479E+17,positive,1,,,Delta,,betorides,,0,jetblue  fll to mde great flight great customer service thanks 2 mths waiting  americanair  to speak to a human at customer service,,22/02/2015 04:50,,Quito,[{'from': 'fll'}]
5.69478E+17,negative,1,Cancelled Flight,1,Delta,,JohnFMacky,,0,jetblue well they said cancelled flight on the pa system guess they are trying to get a plane from boston and not a 100  confirmed,,22/02/2015 04:43,,Eastern Time (US & Canada),[{'from': 'boston'}]
5.69474E+17,negative,1,Cancelled Flight,1,Delta,,JohnFMacky,,0,jetblue thats where we all get on the same page cancelled flighted it 45 mins ago delta southwestair help flights from tfgreenairport to mco,,22/02/2015 04:29,,Eastern Time (US & Canada),[{'to': 'mco'}]
5.69472E+17,negative,1,Cancelled Flight,1,Delta,,JohnFMacky,,0,jetblue my flight 475 cancelled flighted due to lavatory problems cant confirm if they are gonna get a flight from boston logan int,,22/02/2015 04:20,,Eastern Time (US & Canada),[{'from': 'boston'}]
5.69437E+17,negative,0.6842,Lost Luggage,0.6842,Delta,,logantracey,,0,jetblue yep still waiting for bags at jfk whats the holdup looks like we are the only flight that got in at this time,,22/02/2015 02:02,new york city,Eastern Time (US & Canada),[{'to': 'jfk'}]
5.69423E+17,neutral,1,,,Delta,,tayeoman,,0,jetblue should i expect delays at dca for 7am departure  going to orlando on flight 723,,22/02/2015 01:07,"Dayton, Ohio",Eastern Time (US & Canada),"[{'to': 'dca'}, {'to': 'orlando'}]"
5.6942E+17,negative,1,Bad Flight,0.3458,Delta,,MaverickEMT,,0,jetblue full the six of us had to leave flight and now have to wait a whole day to get a flight and my kids will miss school,,22/02/2015 00:55,New York,Eastern Time (US & Canada),[{'from': 'day'}]
5.69382E+17,positive,1,,,Delta,,katieblanchb,,0,jetblue thank you i know the weather in boston isnt great everyones tired,,21/02/2015 22:24,,,[{'to': 'boston'}]
5.6937E+17,negative,1,Flight Attendant Complaints,0.6785,Delta,,rudinov,,0,jetblue shocked by misbehavior and cheap comments from jet airways staff to passenger at delhi airport friday boarding to dubai disgusting,,21/02/2015 21:34,UAE,,"[{'to': 'delhi'}, {'to': 'dubai'}]"
5.69364E+17,negative,1,Can't Tell,0.3417,Delta,,Ryancotter82,,0,jetblue everytime i come back to boston its a minimum 45 min wait for bags earlier it was almost an hour why is it only boston jetblue,,21/02/2015 21:13,,,[{'to': 'boston'}]
5.69359E+17,negative,1,Customer Service Issue,0.6946,Delta,,jrcoonley,,0,jetblue that is not what your employee at logan told me i finally got one to meet my daughter on her first solo flight after rude rep ,,21/02/2015 20:52,,Quito,[{'to': 'logan'}]
5.69346E+17,negative,1,Late Flight,0.7067,Delta,,FirefighterGeek,,0,jetblue you can pass that along to my wife daughter daughters friend my elderly motherinlaw  they spent several hours waiting,,21/02/2015 19:59,"ÜT: 42.487548,-71.103035",Eastern Time (US & Canada),[{'from': 'along'}]
5.69333E+17,neutral,0.6735,,,Delta,,RogerSaintange,,0,jetblue i would love to fort lauderdale now that would cool,,21/02/2015 19:10,,Pacific Time (US & Canada),[{'to': 'fort lauderdale'}]
5.6933E+17,positive,1,,,Delta,,catiehorst,,0,jetblue nothing but praise for you helping our lady make her flight to chs tonight  impressed,,21/02/2015 18:57,,Quito,[{'to': 'chs'}]
5.69319E+17,negative,1,Late Flight,0.6809,Delta,,AndrewATZ,,0,jetblue flight 2202 out of jfk 2 amp 12 hr delay i could get over it if it was just  weather relate flightd but considering its not  come on,,21/02/2015 18:11,"New York City, NY",Quito,[{'from': 'jfk'}]
5.6931E+17,neutral,1,,,Delta,,1_7_8_0,,0,jetblue re flight 8088 sxm to jfk what time does bus leave hotel on feb 22  mass confusion here,,21/02/2015 17:38,,,"[{'from': 'sxm', 'to': 'jfk'}]"
5.69305E+17,positive,1,,,Delta,,comicshans,,0,jetblue i want to give a warm thanks to your crew at logan airport for still getting me to the dc area after cancelled flightlations this morning,,21/02/2015 17:19,"sweatertown, new england",Atlantic Time (Canada),[{'to': 'logan'}]
5.69302E+17,neutral,0.6591,,,Delta,,dcoadavon,,0,jetblue have a cup coffee and relax while you check out the new deals and promotions at avon twice a month at doug dcoadavon,,21/02/2015 17:04,San Diego,,[{'to': 'avon'}]
5.69301E+17,negative,1,Customer Service Issue,0.6593,Delta,,MaliceDavericks,,0,jetblue disappointed with the missed connection from roc to slc and no reimbursement even tho friend who is a pilot said it was due to atc,,21/02/2015 17:03,"Rochester, NY",,"[{'from': 'roc'}, {'from': 'roc', 'to': 'slc'}]"
5.69298E+17,positive,1,,,Delta,,spaceracedjs,,0,jetblue your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses thought u should know,,21/02/2015 16:49,Brooklyn,Eastern Time (US & Canada),[{'to': 'msy'}]
5.69274E+17,negative,1,Late Flight,1,Delta,,JessicaBurack,,0,jetblue weve been delayed and delayed here in palm beach need to head to westchester can you give me some info,,21/02/2015 15:13,,,[{'to': 'westchester'}]
5.69274E+17,negative,1,Late Flight,0.6689,Delta,,jsgerson,,0,jetblue hey jetblue you stranded an entire plane that was supposed to go to jfk and we are getting restless  need better communication,,21/02/2015 15:13,,,[{'to': 'jfk'}]
5.69274E+17,negative,1,Cancelled Flight,1,Delta,,jsgerson,,0,jetblue hey jetblue you cancelled flightled our flight from st maarten to jfk  stranded my family in the baggage area and lost my daughters luggage,,21/02/2015 15:13,,,[{'to': 'jfk'}]
5.69268E+17,negative,1,Late Flight,1,Delta,,SusetteAG,,0,jetblue not cool at the gate turns out my flight from fll to jax is delayed yet app says on time not a good start,,21/02/2015 14:50,"Miami/Ft. Lauderdale, FL",Eastern Time (US & Canada),"[{'from': 'fll'}, {'from': 'fll', 'to': 'jax'}]"
5.69261E+17,negative,1,Customer Service Issue,1,Delta,,rosenrj,,0,jetblue i now learned that customer service at sxm works for the airport not jetblue they need a supervisor to do anything,,21/02/2015 14:22,,,[{'to': 'sxm'}]
5.6926E+17,neutral,1,,,Delta,,erw12,,0,jetblue status of flight 684 from mco to lga tomorrow,,21/02/2015 14:19,,,"[{'from': 'mco'}, {'from': 'mco', 'to': 'lga'}]"
5.69258E+17,negative,1,Late Flight,0.6667,Delta,,MichaelMontero,,0,jetblue  trying to fly from bos to jfk flight delayed traveling with kids book a hotel or are we getting out tonight,,21/02/2015 14:12,"Brooklyn, New York",Eastern Time (US & Canada),"[{'from': 'bos'}, {'from': 'bos', 'to': 'jfk'}]"
5.69255E+17,negative,1,Cancelled Flight,1,Delta,,Marc_keting,,0,jetblue tell me at what point will u realize u cant fly into dca tonight u cancelled flightled the 1pm when will u cancelled flight the 526,,21/02/2015 13:57,"Washington, DC",Eastern Time (US & Canada),[{'to': 'dca'}]
5.69254E+17,negative,1,Cancelled Flight,1,Delta,,rosenrj,,0,jetblue making a bad situation worse cancelled flighted flight making us stay overnight in sxm wont provide vouchers to stay in a different hotel,,21/02/2015 13:55,,,[{'to': 'sxm'}]
5.69254E+17,neutral,0.6667,,0,Delta,,FruminousB,,0,jetblue whats the status of flight 1272 diverted to ric  when will it depart back for lga,,21/02/2015 13:54,,,[{'to': 'ric'}]
5.69253E+17,negative,1,Cancelled Flight,1,Delta,,Marc_keting,,0,jetblue you already cancelled flightled the one b4 us to dca,,21/02/2015 13:52,"Washington, DC",Eastern Time (US & Canada),[{'to': 'dca'}]
5.69252E+17,negative,0.6652,Cancelled Flight,0.3434,Delta,,Marc_keting,,0,jetblue at what point do u cancelled flight flights to dca other airlines have already cancelled flightled,,21/02/2015 13:46,"Washington, DC",Eastern Time (US & Canada),[{'to': 'dca'}]
5.69245E+17,negative,1,Can't Tell,0.6636,Delta,,AdamJBerry,,0,jetblue hopefully this flight seattle to boston 2pm will have wifi our first one did not and we had to entertain ourselves lizaapproved,,21/02/2015 13:20,Provincetown Ma,Eastern Time (US & Canada),"[{'from': 'seattle', 'to': 'boston'}]"
5.69244E+17,neutral,1,,,Delta,,Markjeffries1,,0,jetblue hey check it out its snowing in boston who could have predicted such a thing ,,21/02/2015 13:14,"40.741909,-73.997189",Eastern Time (US & Canada),[{'to': 'boston'}]
5.69238E+17,neutral,0.6922,,0,Delta,,PatricePinkFile,,0,jetblue bos to dca 1098 at 716 pm,,21/02/2015 12:52,"Washington, DC",Eastern Time (US & Canada),"[{'from': 'bos', 'to': 'dca'}]"
5.6923E+17,neutral,0.6517,,0,Delta,,BernardLeCroix,,0,jetblue i clear that folder regularly and jetblue is white listed so it never got to me,,21/02/2015 12:21,"Providence, RI",Eastern Time (US & Canada),[{'from': 'got'}]
5.69229E+17,neutral,0.6472,,0,Delta,,RozFortuna,,0,jetblue so yesterday a flight i wanted to chicago was on sale within my points range and today it isnt any way you guys can still honor,,21/02/2015 12:16,Mannahatta,Eastern Time (US & Canada),[{'to': 'chicago'}]
5.69224E+17,positive,0.693,,,Delta,,ejhart6,,0,jetblue thanks still booked our trip 31317 lb to slc to see grand kids  just very frustrating tried app web etc still love u guys,,21/02/2015 11:55,"Fullerton, CA",,"[{'to': 'slc'}, {'from': 'slc'}]"
5.69215E+17,neutral,1,,,Delta,,xmorera,,0,jetblue  what are your rules on checked baggage and carry ons from slc to sjo,"[0.0, 0.0]",21/02/2015 11:20,Costa Rica,Central America,"[{'from': 'slc'}, {'from': 'slc'}]"
5.69191E+17,negative,1,longlines,0.3723,Delta,,kaitlynrosati,,0,jetblue i fly withu as much as i can however your kiosks were broken in syr and there was 1 woman working the ticket counter she had a,,21/02/2015 09:43,CONCRETE JUNGLE,Pacific Time (US & Canada),[{'to': 'syr'}]
5.69175E+17,negative,0.6598,Flight Booking Problems,0.3505,Delta,,jaredmooreski,,0,jetblue flying to denver march 1st and my flight itenary keeps getting changed what the heckbooked the trip 3 months ago,,21/02/2015 08:42,,,[{'to': 'denver'}]
5.69155E+17,positive,1,,,Delta,,Amaznred,,0,jetblue thanks for getting me to orlando early happiness,"[28.42301907, -81.29654204]",21/02/2015 07:19,,,[{'to': 'orlando'}]
5.69125E+17,neutral,0.6733,,,Delta,,Ajok81,,0,jetblue going to san juan,,21/02/2015 05:24,,,[{'to': 'san juan'}]
5.69121E+17,positive,1,,,Delta,,mike_baskin,,0,jetblue thanks for getting me to boston early for tuftsenergyconf breaking barriers to a clean energy future,,21/02/2015 05:07,"Cambridge, MA",,[{'to': 'boston'}]
5.6911E+17,positive,1,,,Delta,,kerrymflynn,,1,jetblue ah no the staff was perfect this morning at jfk more sleep for me ,,21/02/2015 04:20,"New York, NY",Quito,[{'to': 'jfk'}]
5.69036E+17,positive,0.6742,,,Delta,,traciglee,,0,jetblue 162 smf to jfk,,20/02/2015 23:30,"New York, NY",Eastern Time (US & Canada),"[{'from': 'smf', 'to': 'jfk'}]"
5.69018E+17,neutral,0.6039,,,Delta,,woawABQ,,0,jetblue if youd love to see more girls be inspired about becoming pilots rt our free woaw event march 28 at abq ,,20/02/2015 22:16,"Albuquerque, NM",,[{'to': 'abq'}]
5.68992E+17,negative,0.662,Flight Booking Problems,0.662,Delta,,KoolieAshSays,,0,jetblue why wont the site let me book tickets for nov for jfk to kin,"[40.88539964, -73.85658056]",20/02/2015 20:35,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada),"[{'from': 'jfk', 'to': 'kin'}]"
5.68977E+17,neutral,1,,,Delta,,JetBlueNews,,0,jetblue dca to nantucket  washington business journal ,,20/02/2015 19:36,USA,Sydney,[{'from': 'dca'}]
5.68973E+17,negative,0.6854,Late Flight,0.3512,Delta,,thatsmypotpie,,0,jetblue appreciate the response worst part is losing the non refundable hotel in orlando your crew blamed wind hoping for no more delays,,20/02/2015 19:17,Central Perk,Eastern Time (US & Canada),[{'to': 'orlando'}]
5.6897E+17,neutral,1,,,Delta,,thatsmypotpie,,0,jetblue flight 1183 to orlando,,20/02/2015 19:07,Central Perk,Eastern Time (US & Canada),[{'to': 'orlando'}]
5.68963E+17,neutral,0.3469,,0,Delta,,tsmit,,0,jetblue weather where  its 60 in sfo and flight 834 is still on time to boston,,20/02/2015 18:39,"Boston, MA",Eastern Time (US & Canada),"[{'to': 'sfo'}, {'to': 'boston'}]"
5.68959E+17,negative,1,Bad Flight,1,Delta,,TumbaSherman,,0,jetblue im on flt 700 lax to fll both ppl are sleeping so id rather not disturb in flight tried to dl movie no go ,,20/02/2015 18:23,Ft. Lauderdale,Eastern Time (US & Canada),"[{'from': 'lax', 'to': 'fll'}]"
5.68945E+17,neutral,1,,,Delta,,kbosspotter,,0,jetblue do you think snow in boston on 224 will effect my flight,,20/02/2015 17:26,Logan International Airport,Atlantic Time (Canada),[{'to': 'boston'}]
5.68926E+17,positive,1,,,Delta,,ChicoArtist,,1,jetblue you are officially my favorite thank you for the wonderful service at jfk,,20/02/2015 16:12,,Pacific Time (US & Canada),[{'to': 'jfk'}]
5.68915E+17,negative,0.6703,Late Flight,0.6703,Delta,,barrystanbridge,,0,jetblue flight1407 its been a long day arrived from london at 11 this morning,"[40.64529157, -73.7761025]",20/02/2015 15:27,Leighton Buzzard,,[{'from': 'london'}]
5.68899E+17,positive,1,,,Delta,,NapToniusMonk,,0,jetblue please come to indianapolis,,20/02/2015 14:23,,Indiana (East),[{'to': 'indianapolis'}]
5.68898E+17,negative,1,Late Flight,1,Delta,,timmybicicleta,,0,jetblue flight 691 from bos to tampa takeoff 40 min late flight,,20/02/2015 14:19,Boston,Atlantic Time (Canada),"[{'from': 'bos'}, {'from': 'bos', 'to': 'tampa'}]"
5.68896E+17,negative,0.6609,Customer Service Issue,0.6609,Delta,,JNH_61,,0,jetblue did you discontinue nonstop service from sjc to bos cant find 471 or 472 anywhere,,20/02/2015 14:10,SJ-BOS-SJ,Quito,"[{'from': 'sjc'}, {'from': 'sjc', 'to': 'bos'}]"
5.68894E+17,negative,1,Late Flight,1,Delta,,NicoleMarieNoel,,0,jetblue noooo why is our previously direct flight from fll to sfo diverted to las now arriving almost 2 hrs late flightr 👎,,20/02/2015 14:06,Bad Wolf Bay,Eastern Time (US & Canada),"[{'from': 'fll'}, {'from': 'fll', 'to': 'sfo'}, {'to': 'las'}]"
5.68894E+17,neutral,1,,,Delta,,mkboston13,,0,jetblue do you have direct flights to and from bos to st lucia or antigua,,20/02/2015 14:04,shopping. anywhere  ,Quito,"[{'from': 'bos'}, {'from': 'bos'}]"
5.68891E+17,neutral,1,,,Delta,,_stephanieejayy,,0,jetblue do you have any afternoon flights going from bqn to jfk i only seem to find early morning flights,,20/02/2015 13:53,,,[{'to': 'jfk'}]
5.68883E+17,positive,1,,,Delta,,AroundTownGabby,,0,jetblue  loving capt joe on our flight from bos to sfo 633 this should be fun,,20/02/2015 13:19,"Suburb of Boston, MA",,"[{'from': 'bos'}, {'from': 'bos', 'to': 'sfo'}]"
5.68858E+17,positive,1,,,Delta,,HowDoesItSound,,0,jetblue thanks for the reminder of a few older flights id taken and the easy access to add points to my new jb account awesome service,,20/02/2015 11:41,"Brooklyn, NY",Pacific Time (US & Canada),[{'to': 'add'}]
5.6885E+17,positive,1,,,Delta,,JPopsie,,0,jetblue heading to buffalo trading the cold in boston for colder in buffalo maybe the caribbean next time,,20/02/2015 11:08,Global,Eastern Time (US & Canada),"[{'to': 'buffalo'}, {'to': 'boston'}, {'to': 'buffalo'}]"
5.68838E+17,neutral,0.343,,0,Delta,,wclsc59,,0,jetblue i did would be nice to see more services out of triflight instead of having to drive 34 hrs to like charlotte or atlanta,,20/02/2015 10:20,johnson city tn,,[{'from': 'nice'}]
5.68834E+17,positive,1,,,Delta,,EMPRESSROOTSGAL,,0,jetblue wsj jetblue treated me right as a disabledtraveler thanks for a no hassle flight to jamaica,"[0.0, 0.0]",20/02/2015 10:06,JAMAICA&USA,Central Time (US & Canada),[{'to': 'jamaica'}]
5.68824E+17,neutral,1,,,Delta,,bekahthornhill,,0,jetblue why dont you fly to nashville ,,20/02/2015 09:27,"Austin, TX/NY, NY",Central Time (US & Canada),[{'to': 'nashville'}]
5.68824E+17,negative,1,Late Flight,1,Delta,,mishy_mish,,0,jetblue i ❤️ jetblue but i was on flt 277 from fll to sfo tke off was over 1 hr late flight div to phx amp got in 2 hrs late flight what will be done,,20/02/2015 09:24,"Fort Lauderdale, Fl",Eastern Time (US & Canada),"[{'from': 'fll'}, {'from': 'fll', 'to': 'sfo'}, {'to': 'phx'}]"
5.68819E+17,negative,1,Late Flight,0.677,Delta,,The_Radifier,,0,jetblue what is going on with your bdl to dca flights yesterday and today why is every single one getting delayed,,20/02/2015 09:05,"Arlington, VA",Atlantic Time (Canada),"[{'from': 'bdl', 'to': 'dca'}]"
5.68808E+17,positive,0.6667,,,Delta,,SMHillman,,0,jetblue im makingloveoutofnothingatall on my brandloveaffair to lax ,,20/02/2015 08:22,"New York, NY",Eastern Time (US & Canada),[{'to': 'lax'}]
5.68801E+17,negative,0.6883,Late Flight,0.6883,Delta,,KBeckwithDane,,0,jetblue 290 to boston,,20/02/2015 07:56,,,[{'to': 'boston'}]
5.688E+17,positive,1,,,Delta,,SMHillman,,0,jetblue gr8 mint crew on flight 123 to lax theyre mintalicious truebluelove shelleyandmarcrock travel air,,20/02/2015 07:49,"New York, NY",Eastern Time (US & Canada),[{'to': 'lax'}]
5.68798E+17,neutral,1,,,Delta,,Rachel_Lipson,,0,jetblue should i be nervous about a sunday am flight baltimore to boston any suggestions on what i can do need to be in boston by monday,"[38.91355311, -77.04169657]",20/02/2015 07:44,"Washington, DC",Eastern Time (US & Canada),"[{'from': 'baltimore', 'to': 'boston'}, {'to': 'boston'}]"
5.68789E+17,neutral,0.65,,,Delta,,nokidhungry,,0,jetblue wed love to help shanese bryantmelton a hardworking grandmother from dc go to miami its on her bucket list flyitforward,,20/02/2015 07:07,"Washington, DC",Eastern Time (US & Canada),[{'to': 'miami'}]
5.68781E+17,negative,1,Can't Tell,1,Delta,,NickMarvalous,,0,jetblue appreciate what youve done on your end to make this right but still unhappy with initial incident will be calling,,20/02/2015 06:36,,,[{'from': 'end'}]
5.68752E+17,neutral,1,,,Delta,,RascoePattie,,0,jetblue spent most of the winter in nny with mom  jetblue will take me home to fl via bos on mon miss hubby kitties warm countingdown,,20/02/2015 04:38,,,[{'mid': 'bos'}]
5.68746E+17,negative,1,Late Flight,0.6484,Delta,,VRogers218,,0,jetblue flight 99 to dca 2 delays im all for erring on the side of safety but its an inconvenience to people with connecting flights,,20/02/2015 04:15,"Quincy, Ma by way of The #413",Eastern Time (US & Canada),"[{'to': 'dca'}, {'from': 'dca'}]"
5.68735E+17,positive,0.6566,,0,Delta,,iBEtwelve34,,0,jetblue pdx to jfk was suuuuper hot,,20/02/2015 03:34,,,"[{'from': 'pdx', 'to': 'jfk'}]"
5.68711E+17,neutral,0.656,,0,Delta,,M_Balt,,0,jetblue eta for flight 802 into orlando this morning,,20/02/2015 01:58,,Mountain Time (US & Canada),[{'to': 'orlando'}]
5.68706E+17,neutral,1,,,Delta,,jerodrig,,0,jetblue using a321 jfksea for summer 2015 it will be my first a321 flight ever no mint to seattle core config only,,20/02/2015 01:38,"New York, NY",Pacific Time (US & Canada),[{'to': 'seattle'}]
5.68677E+17,negative,0.6533,Late Flight,0.332,Delta,,paupaucda,,0,jetblue i had a sjc to jfk departing 1055pm tonight i have to now change my whole schedule can we get a sort of refund for this,,19/02/2015 23:42,,Pacific Time (US & Canada),"[{'from': 'sjc', 'to': 'jfk'}]"
5.68668E+17,negative,1,Can't Tell,0.6246,Delta,,mjayeinstein,,0,jetblue needs to get its act together in phx,,19/02/2015 23:07,"Tempe, AZ",Arizona,[{'to': 'phx'}]
5.68644E+17,neutral,1,,,Delta,,Brian_Genest,,0,jetblue 108 to portland maine,,19/02/2015 21:32,Maine,Eastern Time (US & Canada),[{'to': 'portland'}]
5.68643E+17,negative,1,Flight Booking Problems,0.3678,Delta,,Brian_Genest,,0,jetblue why are you making me stay in jfk until 2 am or late flightr just let me rebook without making me pay more,,19/02/2015 21:28,Maine,Eastern Time (US & Canada),[{'to': 'jfk'}]
5.68635E+17,negative,1,Bad Flight,0.6832,Delta,,Acevaz,,0,jetblue on your 1503 flight jfk to pr they got the doors open on this frigid temperature icyflight,,19/02/2015 20:56,The Big Manzana,Eastern Time (US & Canada),[{'from': 'jfk'}]
5.68633E+17,negative,1,Lost Luggage,1,Delta,,Who_Knows_Me1,,0,jetblue service for baggage at jfk is incomprehensible no employee knows where our luggage is frm flight 424 lax to nyc its an hr wait now,,19/02/2015 20:46,,,"[{'to': 'jfk'}, {'from': 'lax'}]"
5.6863E+17,neutral,1,,,Delta,,metsnacional721,,1,jetblue flyingitforward pereira colombia to help the kids from cartago streets and deliver a lot of clothes that i have picked to donate,,19/02/2015 20:36,,,"[{'from': 'colombia'}, {'from': 'cartago'}]"
5.6863E+17,positive,0.6691,,,Delta,,BorjaAngoitia1,,0,jetblue that is great but once it gets to buffalo will it be able to leave and get to jfk or theres issues still at buffalo airport,,19/02/2015 20:34,,,"[{'to': 'buffalo'}, {'to': 'jfk'}, {'to': 'buffalo'}]"
